ObjectID,Mapped,Crash Date,City/Town,Address,AOT Route,Crash Type,Collision Direction,Weather,Road Group,Report Number,Reporting Agency,Road Group ID,AOT Actual Milepoint,Animal,Time of Day,Intersection With,Impairment,Involving,Non Reportable Address,Reporting Agency ID,Road Characteristics,Road Condition,Street Address,Surface Condition,AOT Route ID,Coordinates
4252567,,"December 20, 2019, 4:06 PM",Winooski City,E Allen St,VT-15,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WS008662,Winooski PD.,10,0.55,None/Other,Day,Dion St,None,None,,VT0040400,Not at a Junction,None,E Allen St,Wet,150,"44.49316191969811,-73.17528778995994"
4253263,,"December 20, 2019, 4:07 PM",South Burlington,Main Street,US-2,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, Class 1 TH",19SB013877,So. Burlington PD.,11,0.03,None/Other,Day,East Avenue,None,None,,VT0040300,Not at a Junction,None,Main Street,Dry,20,"44.472199808360095,-73.18953355834802"
4253264,,"December 20, 2019, 4:52 PM",South Burlington,Dorset St,DORSET ST.,Property Damage Only,Same Direction Sideswipe,Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013879,So. Burlington PD.,2,4.05,None/Other,Day,Williston Rd,None,None,,VT0040300,Four-way Intersection,None,Dorset St,Dry,U5208,"44.4683370731196,-73.18153952594089"
4253271,,"December 20, 2019, 4:54 PM",Williston,2777 St George Rd,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05631,Williston PD.,10,3.2,None/Other,Day,,None,None,,VT0041000,Not at a Junction,None,2777 St George Rd,Dry,21,"44.44251855152831,-73.11330893955686"
4251782,,"December 20, 2019, 6:18 PM",Colchester,Macrae Road,MACRAE RD,Property Damage Only,"Left Turn and Thru, Broadside v<--",Cloudy,Street or Town Highways in FA Urban Area,19CC012413,Colchester PD.,5,999.99,None/Other,Night,49 Heineberg Drive,None,None,,VT0040500,Driveway,None,Macrae Road,Dry,0,"44.53604595067672,-73.24719161181467"
4253225,,"December 20, 2019, 6:25 PM",Shelburne,2655 Shelburne Rd,US-7,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, State owned",19SH05356,Shelburne PD.,10,4.58,None/Other,Night,Shelburne Rd,None,None,,VT0040700,Four-way Intersection,None,2655 Shelburne Rd,Dry,70,"44.41692954816338,-73.21310205189369"
4253236,,"December 21, 2019, 9:30 AM",Williston,863 Harvest Lane,Unknown,Property Damage Only,Single Vehicle Crash,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT05640,Williston PD.,9,999.99,None/Other,Day,Walmart,None,None,,VT0041000,Parking Lot,None,863 Harvest Lane,Dry,0,"44.442191096426065,-73.1209147819654"
4253232,,"December 21, 2019, 10:44 AM",South Burlington,155 Dorset St,DORSET ST.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013910,So. Burlington PD.,2,3.84,None/Other,Day,The Anchorage,None,None,,VT0040300,Not at a Junction,None,155 Dorset St,Unknown,U5208,"44.465331148364754,-73.18103245622129"
4253186,,"December 21, 2019, 10:52 AM",South Burlington,White Street,WHITE ST.,Property Damage Only,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013914,So. Burlington PD.,2,0.18,None/Other,Day,Dumont Avenue,None,None,,VT0040300,Other - Explain in Narrative,None,White Street,Dry,U5226,"44.46855683675794,-73.17076718565995"
4253249,,"December 21, 2019, 12:00 PM",Williston,Maple Tree Place,MAPLE TREE PL,Property Damage Only,"Left Turn and Thru, Angle Broadside -->v--",Cloudy,Street or Town Highways in FA Urban Area,19WT05643,Williston PD.,5,999.99,None/Other,Day,Walnut Lane,None,None,,VT0041000,Four-way Intersection,None,Maple Tree Place,Dry,0,"44.44504253376193,-73.10779196383857"
4251761,,"December 21, 2019, 4:21 PM",Colchester,414 Route 7,US-7,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, State owned",19CC012438,Colchester PD.,10,0.4,None/Other,Day,Mountain View Drive,None,None,,VT0040500,Driveway,None,414 Route 7,Dry,70,"44.50816252536504,-73.18008949808862"
4252497,,"December 21, 2019, 7:54 PM",Colchester,5914 ROOSEVELT HIGHWAY,US-7,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19CC012443,Colchester PD.,10,5.92,None/Other,Night,GRANDVIEW ROAD,Alcohol,None,,VT0040500,Not at a Junction,None,5914 ROOSEVELT HIGHWAY,Dry,70,"44.5817013322096,-73.16250208613172"
4254098,,"December 21, 2019, 8:59 PM",Richmond,1610 E Main St,I-89,Property Damage Only,Single Vehicle Crash,Clear,Ramp or Spur,19A106106,VSP - A1 Williston,7,0.23,None/Other,Night,I- 89,Alcohol,None,,VTVSP0100,On Ramp,None,1610 E Main St,Dry,890,"44.425002702310465,-73.00825273389735"
4248098,,"December 22, 2019, 1:10 AM",Shelburne,7385 Dorset St,DORSET ST,Property Damage Only,Single Vehicle Crash,Cloudy,Minor Collector - Non Fed Aid Rural TH,19SH05381,Shelburne PD.,4,999.99,None/Other,Night,Shelburne Hinesburg Rd,None,None,,VT0040700,Y - Intersection,None,7385 Dorset St,Dry,S0840,"44.36466189045835,-73.17904601307659"
4251610,,"December 22, 2019, 2:43 PM",Burlington,Battery St,BATTERY ST.,Property Damage Only,"Right Turn and Thru, Same Direction Sideswipe/Angle Crash ^^--",Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU027870,Burlington PD,2,0.31,None/Other,Day,College St,None,None,,VT0040100,Four-way Intersection,None,Battery St,Dry,U5008,"44.476859973277584,-73.21876553420681"
4254001,,"December 23, 2019, 6:06 AM",South Burlington,Hinesburg Road,VT-116,Property Damage Only,Single Vehicle Crash,Cloudy,"State Highway numbered route, State owned",19SB013967,So. Burlington PD.,10,1.2,Deer,Day,VanSicklen Road,None,None,,VT0040300,Not at a Junction,None,Hinesburg Road,Dry,1160,"44.42713866273353,-73.15519575567875"
4253189,,"December 23, 2019, 9:05 AM",South Burlington,1270 US-2,US-2,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, Class 1 TH",19SB013972,So. Burlington PD.,11,0.68,None/Other,Day,Midas Dr,None,None,,VT0040300,T - Intersection,None,1270 US-2,Dry,20,"44.46823866357659,-73.1775406754085"
4252130,,"December 23, 2019, 11:50 AM",Williston,5085 Williston Road,US-2,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05674,Williston PD.,10,0.69,None/Other,Day,Near North Brownell Road,None,None,,VT0041000,Not at a Junction,None,5085 Williston Road,Dry,20,"44.45507417976762,-73.12341827216812"
4252197,,"December 23, 2019, 2:10 PM",South Burlington,31 Airport Pkwy,AIRPORT PARKWAY,Property Damage Only,Opp Direction Sideswipe,Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB013985,So. Burlington PD.,2,0.4,None/Other,Day,White St,None,None,,VT0040300,Not at a Junction,None,31 Airport Pkwy,Dry,U5206,"44.47617207902663,-73.16568269290504"
4252148,,"December 24, 2019, 10:42 AM",Colchester,Belair Drive,BELAIR DR,Property Damage Only,"Left Turn and Thru, Broadside v<--",Clear,Street or Town Highways in FA Urban Area,19CC012514,Colchester PD.,5,999.99,None/Other,Day,Church Road,None,None,,VT0040500,T - Intersection,None,Belair Drive,Dry,0,"44.54613315765112,-73.250101775743"
4253129,,"December 24, 2019, 11:26 AM",Shelburne,3747 Shelburne Rd,US-7,Injury,"No Turns, Thru moves only, Broadside ^<",Clear,"State Highway numbered route, State owned",19SH05414,Shelburne PD.,10,3.49,None/Other,Day,Maple Leaf Ln,None,None,,VT0040700,Crossover,None,3747 Shelburne Rd,Dry,70,"44.40161233205231,-73.21820722452489"
4253130,,"December 24, 2019, 11:31 AM",Bolton,VT Route 2,US-2,Injury,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19A106140,VSP - A1 Williston,10,0.85,None/Other,Day,Notch Road (TH# 4 ),None,None,,VTVSP0100,Not at a Junction,None,VT Route 2,Dry,20,"44.38036303315992,-72.91704808362947"
4253127,,"December 24, 2019, 12:18 PM",South Burlington,Dorset St,DORSET ST.,Property Damage Only,Same Direction Sideswipe,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB014023,So. Burlington PD.,2,3.79,None/Other,Day,Market St,None,None,,VT0040300,Not at a Junction,None,Dorset St,Dry,U5208,"44.464611646834264,-73.18091758328003"
4253145,,"December 24, 2019, 1:05 PM",Winooski City,,I-89,Property Damage Only,Same Direction Sideswipe,Clear,Ramp or Spur,19A106142,VSP - A1 Williston,7,0.02,None/Other,Day,EXIT 15 / Route 15,None,Heavy Truck,,VTVSP0100,Off Ramp,,,,890,"44.49316662903528,-73.17233179086435"
4252105,,"December 24, 2019, 7:36 PM",Milton,Railroad St,RAILROAD STREET,Property Damage Only,Single Vehicle Crash,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19MT009416,Milton PD.,2,0.62,None/Other,Night,Barnum St,None,None,,VT0040600,T - Intersection,None,Railroad St,Dry,U5812,"44.62786823887194,-73.10878743657035"
4252235,,"December 26, 2019, 11:09 AM",Williston,Williston Rd,US-2,Injury,Rear End,Cloudy,"State Highway numbered route, State owned",19WT05714,Williston PD.,10,0.69,None/Other,Day,South Brownell Rd,None,None,,VT0041000,Four-way Intersection,None,Williston Rd,Dry,20,"44.45507417976762,-73.12341827216812"
4253944,,"December 26, 2019, 11:16 AM",Burlington,Main St,MAIN ST.,Property Damage Only,Rear End,Cloudy,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU028077,Burlington PD,2,0.39,None/Other,Day,S Winooski Ave,None,None,,VT0040100,Not at a Junction,None,Main St,Dry,U5022,"44.47598185721238,-73.21150756973549"
4252104,,"December 26, 2019, 1:21 PM",Milton,551 Us Rt 2,US-2,Property Damage Only,Single Vehicle Crash,Clear,"State Highway numbered route, State owned",19MT009443,Milton PD.,10,999.99,Deer,Day,Cub Rd,None,None,,VT0040600,Not at a Junction,None,551 Us Rt 2,Dry,20,"44.60956328370219,-73.20888662754906"
4252195,,"December 26, 2019, 1:26 PM",Essex,Center Road at Essex Way,VT-15,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",19ES07106,Essex PD.,10,4.57,None/Other,Day,Essex Way,None,None,,VT0040200,T - Intersection,None,Center Road at Essex Way,Dry,150,"44.51045430304776,-73.0744982169235"
4252102,,"December 26, 2019, 3:56 PM",Milton,259 US RT 7 S,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19MT009449,Milton PD.,9,999.99,None/Other,Day,Hannaford Parking Lot,None,None,,VT0040600,Parking Lot,None,259 US RT 7 S,Dry,0,"44.62378864111445,-73.12229850964718"
4252498,,"December 26, 2019, 4:12 PM",Burlington,S Winooski Ave,ALTERNATE US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19BU028098,Burlington PD,10,0.39,None/Other,Day,College St,None,None,,VT0040100,Four-way Intersection,None,S Winooski Ave,Dry,9993,"44.467625010971354,-73.20979441092307"
4248609,,"December 26, 2019, 4:40 PM",Burlington,Elmwood Ave,ELMWOOD AVE,Property Damage Only,Rear End,Clear,Street or Town Highways in FA Urban Area,19BU028099,Burlington PD,5,999.99,None/Other,Day,Pearl St,Alcohol,None,,VT0040100,Other - Explain in Narrative,None,Elmwood Ave,Dry,0,"44.4804252804647,-73.21356860218789"
4252492,,"December 26, 2019, 5:40 PM",South Burlington,Williston Road,US-2,Property Damage Only,Same Direction Sideswipe,Clear,"State Highway numbered route, Class 1 TH",19SB014082,So. Burlington PD.,11,0.59,None/Other,Night,Dorset Street,None,None,,VT0040300,Not at a Junction,None,Williston Road,Dry,20,"44.468664940410406,-73.1792019891511"
4251848,,"December 26, 2019, 6:46 PM",Colchester,SUNSET VIEW ROAD,SUNSET VIEW RD,Injury,Single Vehicle Crash,Freezing Precipitation,Street or Town Highways in FA Urban Area,19CC012583,Colchester PD.,5,999.99,None/Other,Night,MOONLIGHT RIDGE,None,None,,VT0040500,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",SUNSET VIEW ROAD,Ice,0,"44.564533642559596,-73.18769897639974"
4252216,,"December 26, 2019, 6:52 PM",South Burlington,1118 Williston Road,Unknown,Property Damage Only,Other - Explain in Narrative,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19SB014085,So. Burlington PD.,9,999.99,None/Other,Night,Parking Lot,None,None,,VT0040300,Parking Lot,None,1118 Williston Road,Dry,0,"44.46901186056272,-73.17922277077587"
4251752,,"December 27, 2019, 6:27 AM",Burlington,Shelburne Rd,US-7,Injury,"Left Turn and Thru, Angle Broadside -->v--",Clear,"State Highway numbered route, State owned",19BU028118,Burlington PD,10,0.91,None/Other,Day,Birchcliff Pkwy,None,None,,VT0040100,T - Intersection,None,Shelburne Rd,Wet,70,"44.45864950281961,-73.20826977047123"
4252186,,"December 27, 2019, 11:30 AM",Williston,104 Cornerstone Drive,Unknown,Property Damage Only,Other - Explain in Narrative,Rain,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT05730,Williston PD.,9,999.99,None/Other,Day,Vermont Meat And Seafood Parking Lot,None,None,,VT0041000,Parking Lot,None,104 Cornerstone Drive,Wet,0,"44.44719815017076,-73.10350519307214"
4251575,,"December 27, 2019, 11:32 AM",Winooski City,Main St,US-7,Property Damage Only,Same Direction Sideswipe,Cloudy,"State Highway numbered route, Class 1 TH",19WS008794,Winooski PD.,11,0.11,None/Other,Day,W Canal St,None,Heavy Truck,,VT0040400,Traffic circle / roundabout,None,Main St,Wet,70,"44.49014353104273,-73.186499037812"
4252101,,"December 27, 2019, 1:42 PM",Milton,250 Route 7,US-7,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",19MT009466,Milton PD.,10,3.72,None/Other,Day,Hannaford Plaza,None,None,,VT0040600,,,250 Route 7,,70,"44.6226344856946,-73.12163217329497"
4253813,,"December 27, 2019, 6:18 PM",Williston,299 Williston Rd,US-2,Property Damage Only,"Left Turn and Thru, Head On ^v--",Rain,"State Highway numbered route, State owned",19WT05737,Williston PD.,10,1.47,None/Other,Night,Williston Rd,None,None,,VT0041000,,None,299 Williston Rd,Wet,20,"44.44926563069625,-73.11018515669585"
4252182,,"December 28, 2019, 11:25 AM",Williston,2777 St George Rd,US-2,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05738,Williston PD.,10,3.2,None/Other,Day,State Police Barracks,None,None,,VT0041000,Not at a Junction,None,2777 St George Rd,Dry,20,"44.439673741971546,-73.07865612641223"
4252171,,"December 28, 2019, 12:01 PM",Williston,St George Rd,VT-2A,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19WT05739,Williston PD.,10,3.33,None/Other,Day,Maple Tree Place,None,None,,VT0041000,Four-way Intersection,None,St George Rd,Dry,21,"44.44425194659628,-73.11242020130248"
4253451,,"December 28, 2019, 12:04 PM",Charlotte,Rte. 7,US-7,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19A106188,VSP - A1 Williston,10,3.45,None/Other,Day,Ferry Rd,None,None,,VTVSP0100,Four-way Intersection,None,Rte. 7,Dry,70,"44.311569227749075,-73.24716191757975"
4253678,,"December 28, 2019, 3:09 PM",Colchester,ROUTE 15,VT-15,Property Damage Only,Rear End,Clear,"State Highway numbered route, State owned",19CC012656,Colchester PD.,10,0.93,None/Other,Day,NATIONAL GUARD ROAD,None,None,,VT0040500,Four-way Intersection,None,ROUTE 15,Dry,150,"44.498576571347364,-73.15623690953456"
4252166,,"December 29, 2019, 9:02 AM",Williston,759 Harvest Lane,Unknown,Injury,Head On,Clear,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",19WT5748,Williston PD.,9,999.99,None/Other,Day,,None,Pedestrian,,VT0041000,Parking Lot,None,759 Harvest Lane,Dry,0,"44.441387121711486,-73.11981338993371"
4252143,,"December 29, 2019, 12:16 PM",Williston,Saint George Road,VT-2A,Property Damage Only,Rear End,Cloudy,"State Highway numbered route, State owned",19WT05750,Williston PD.,10,3.72,None/Other,Day,Williston Road,None,None,,VT0041000,Four-way Intersection,None,Saint George Road,Dry,21,"44.449595055814854,-73.11097148468568"
4254357,,"December 29, 2019, 1:03 PM",South Burlington,155 Dorset St,DORSET ST.,Injury,Rear End,Clear,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19SB014174,So. Burlington PD.,2,3.82,None/Other,Day,Target,None,None,,VT0040300,T - Intersection,None,155 Dorset St,Dry,U5208,"44.46504313359114,-73.18098889347891"
4252162,,"December 29, 2019, 3:27 PM",Williston,Saint George Road,VT-2A,Property Damage Only,Head On,Cloudy,"State Highway numbered route, State owned",19WT05753,Williston PD.,10,3,None/Other,Day,Interstate 89 North Bound On-Ramp,Alcohol,None,,VT0041000,Four-way Intersection,None,Saint George Road,Dry,21,"44.439879201608036,-73.11477853350053"
4251707,,"December 29, 2019, 3:31 PM",Colchester,86 PINE LANE,PINE LN,Property Damage Only,Other - Explain in Narrative,Clear,Street or Town Highways in FA Urban Area,19CC012704,Colchester PD.,5,999.99,None/Other,Day,,None,None,,VT0040500,Driveway,None,86 PINE LANE,Dry,0,"44.54534220873322,-73.26218496669627"
4252500,,"December 29, 2019, 3:51 PM",Colchester,ROOSEVELT HIGHWAY,US-7,Injury,"Left Turn and Thru, Angle Broadside -->v--",Cloudy,"State Highway numbered route, State owned",19CC012706,Colchester PD.,10,0.84,None/Other,Day,RATHE ROAD,None,None,,VT0040500,Four-way Intersection,None,ROOSEVELT HIGHWAY,Dry,70,"44.51445106163764,-73.1792549684247"
4251566,,"December 29, 2019, 9:01 PM",Winooski City,165 Weaver St,WEAVER ST,Property Damage Only,Opp Direction Sideswipe,Freezing Precipitation,Street or Town Highways in FA Urban Area,19WS008847,Winooski PD.,5,999.99,None/Other,Night,W Spring St,None,None,,VT0040400,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",165 Weaver St,Ice,0,"44.49478799710116,-73.1877714374234"
4254673,,"December 30, 2019, 7:34 AM",Burlington,RT 127,VT. 127 BELTLINE,Property Damage Only,Other - Explain in Narrative,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU028311,Burlington PD,2,999.99,None/Other,Day,North Ave Exit,None,None,,VT0040100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",RT 127,Slush,U5009,"44.52431821289396,-73.25541825662073"
4252140,,"December 30, 2019, 8:37 AM",Burlington,St Paul St,ST. PAUL ST.,Property Damage Only,Same Direction Sideswipe,Rain,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19BU028315,Burlington PD,2,0.64,None/Other,Day,Main St,None,Heavy Truck,,VT0040100,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",St Paul St,Slush,U5046,"44.47573951891408,-73.2140011804716"
4248514,,"December 30, 2019, 9:49 AM",Milton,Lake Road,LAKE ROAD,Property Damage Only,Single Vehicle Crash,Freezing Precipitation,Federal Aid Urban System (Class 2 TH's and 3 TH's only),19MT009546,Milton PD.,2,999.99,None/Other,Day,Everest Road,None,None,,VT0040600,Not at a Junction,"Road Surface Condition(wet, icy, snow, slush, etc)",Lake Road,Slush,U5806,"44.667877981508134,-73.16656400212099"
